Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;43;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;7240;RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL;6294;DISPENSER PARA COPO PLÁSTICO;294418;MATERIAL: AÇO INOXIDÁVEL, USO: COPOS DESCARTÁVEIS, MATERIAL EXTREMIDADE: INOX, CAPACIDADE COPO: 180;UN;11,0000;38,0800;418,8800;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;44;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;7350;LOUÇA E ARTIGOS DE MESA;5849;COPO DESCARTÁVEL;413185;MATERIAL: POLIPROPILENO, CAPACIDADE: 180, COR: INCOLOR, CARACTERÍSTICAS ADICIONAIS: ABNT/NBR 14.865;C;1500,0000;5,4800;8220,0000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;45;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;6505;DROGAS E MEDICAMENTOS;2259;ÁLCOOL ETÍLICO;269943;TEOR ALCOÓLICO: 70%_(70°GL), TIPO: HIDRATADO, APRESENTAÇÃO: GEL;GL;49,0000;53,6800;2630,3200;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;46;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;8955;CAFÉ, CHÁ E CHOCOLATE;19766;CAFÉ;463587;INTENSIDADE: MÉDIA, EMPACOTAMENTO: VÁCUO, TIPO: TRADICIONAL, APRESENTAÇÃO: TORRADO MOÍDO;CX;700,0000;10,6700;7469,0000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;47;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;8925;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;19777;AÇÚCAR;463989;PRAZO VALIDADE MÍNIMO: 12 MESES, TIPO: CRISTAL;EMB;310,0000;4,2900;1329,9000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;48;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;3565;MANUTENÇÃO DE VEÍCULOS LEVES E PESADOS;UN;1,0000;10000,0000;10000,0000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;49;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;6810;PRODUTOS QUÍMICOS;18189;ÁLCOOL ETÍLICO;405780;ASPECTO FÍSICO: LÍQUIDO LÍMPIDO, INCOLOR, VOLÁTIL, TEOR ALCOÓLICO: MÍNIMO DE 77 °GL (77% V/V A 20 °C), FÓRMULA QUÍMICA: C2H5OH, PESO MOLECULAR: 46,07, GRAU DE PUREZA: MÍNIMO DE 70 °INPM (70% P/P), CARACTERÍSTICA ADICIONAL: HIDRATADO, NÚMERO DE REFERÊNCIA QUÍMICA: CAS 64-17-5;L;30,0000;7,4100;222,3000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;50;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;5860;MANUTENÇÃO DE VEÍCULOS LEVES - PARTE MECÂNICA;UN;1,0000;850,0000;850,0000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;51;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;8960;BEBIDAS NÃO ALCOÓLICAS;19555;ÁGUA MINERAL NATURAL;445485;TIPO: SEM GÁS, MATERIAL EMBALAGEM: PLÁSTICO, TIPO EMBALAGEM: RETORNÁVEL;GRR;3298,0000;7,8100;25757,3800;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;52;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1045;FORNO MICROONDAS;434624;MATERIAL: AÇO INOXIDÁVEL, CAPACIDADE: 25, POTÊNCIA: 1.400, VOLTAGEM: 220, CARACTERÍSTICAS ADICIONAIS: PRATO GIRATÓRIO/TRAVA SEGURANÇA/TIMER/MEMÓRIA, FUNÇÕES: DESCONGELAMENTO INTELIGENTE, RELÓGIO DIGITAL,  TE-;UN;1,0000;500,0000;500,0000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;53;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1069;CAFETEIRA ELÉTRICA;470922;MATERIAL: AÇO INOXIDÁVEL, CAPACIDADE: 1,2, VOLTAGEM: 220, CARACTERÍSTICAS ADICIONAIS: TERMOSTATO/RESISTÊNCIA BLINDADA/VISOR/SAPATAS ANTI, POTÊNCIA: 800;UN;1,0000;250,0000;250,0000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;54;Material;170050-90003/2022;Processo licitatório consolidado para aquisição de material de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;16496;LIMPA PNEU;342628;ASPECTO FÍSICO: CREMOSO, APLICAÇÃO: SUPERFÍCIES EMBORRACHADAS E SIMILARES, COMPOSIÇÃO: SILICONE, PIGMENTOS E ABRILHANTADOR;BOM;10,0000;19,0100;190,1000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;55;Serviço;170050-90004/2022;Contratação de serviços de agente de integração de estagiários;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;15156;ADMINISTRAÇÃO / EXECUÇÃO PROJETO EDUCACIONAL - CONVÊNIO / ESTÁGIO / UNIVERSITÁRIO / MONITOR;UN;39,0000;533,0700;20789,7300;0,0000;06/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;56;Serviço;170050-90005/2022;Contratação de serviços de gerenciamento, controle e fornecimento de combustíveis;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;25372;CONTROLE DE ABASTECIMENTO DE VEÍCULOS;UN;12,0000;24894,6800;298736,1600;0,0000;13/11/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;57;Serviço;170050-90006/2022;Contratação de serviços de dedetização, desratização, desinsetização e descupinização;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;;;3417;DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO;M2;12700,0000;0,6600;8382,0000;0,0000;19/05/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;58;Serviço;170050-90007/2022;Contratação de serviços de Telefonia fixa (local e LDN);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26123;CHAMADAS LOCAIS FIXO-MOVEL STFC-LOCAL-FM (VC1);MIN;38500,0000;0,0590;2271,5000;0,0000;05/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;59;Serviço;170050-90007/2022;Contratação de serviços de Telefonia fixa (local e LDN);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26131;CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4);MIN;29928,0000;0,0240;718,2720;0,0000;05/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;60;Serviço;170050-90007/2022;Contratação de serviços de Telefonia fixa (local e LDN);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26123;CHAMADAS LOCAIS FIXO-MOVEL STFC-LOCAL-FM (VC1);MIN;38500,0000;0,0590;2271,5000;0,0000;05/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;61;Serviço;170050-90007/2022;Contratação de serviços de Telefonia fixa (local e LDN);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26140;CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3);MIN;14914,0000;0,0710;1058,8940;0,0000;05/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;62;Serviço;170050-90007/2022;Contratação de serviços de Telefonia fixa (local e LDN);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26115;CHAMADAS LOCAIS FIXO-FIXO STFC-LOCAL-FF;MIN;120000,0000;0,0120;1440,0000;0,0000;05/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;63;Serviço;170050-90007/2022;Contratação de serviços de Telefonia fixa (local e LDN);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26140;CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3);MIN;14914,0000;0,0710;1058,8940;0,0000;05/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;64;Serviço;170050-90008/2022;Contratação de serviços de fabricação e fornecimento de persianas;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;25321;INSTALAÇÃO - PERSIANAS VERTICAIS/HORIZONTAIS;M2;172,2600;220,0000;37897,2000;0,0000;01/05/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;65;Serviço;170050-90020/2022;Contratação de serviços comuns de engenharia (Registro de Preços);CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;1633243,2000;0,0000;30/10/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;66;Serviço;170050-90023/2022;Contratação de leiloeiro oficial.;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;3972;LEILOEIROS;UN;1,0000;0,0100;0,0100;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;67;Serviço;170050-90022/2022;Contratação de transporte terrestre ou agenciamento/intermediação de transporte terrestre;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;;;24198;PRESTAÇÃO DE SERVIÇO DE TRANSPORTE PARA SERVIDOR - OUTRAS   NECESSIDADES;KMR;3600,0000;3,1800;11448,0000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;68;Obras e Serviços de Engenharia;170050-90021/2022;Contratação de obra para substituição do Sistema de Ar Condicionado Central do Ed. Sede do ME-PB;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;1627;MANUTENÇÃO / REFORMA PREDIAL;UN;1,0000;2449864,8000;2449864,8000;0,0000;30/10/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;72;Serviço;170050-90018/2023;Contratação de serviços de limpeza e conservação;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24112;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - ESQUADRIAS  EXTERNAS - OUTRAS NECESSIDADES - OUTRA PRODUTIVIDADE;M2;16140,0000;0,2400;3873,6000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;69;Serviço;170050-90018/2023;Contratação de serviços de limpeza e conservação;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24090;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO -  ÁREAS INTERNAS - OUTRAS NECESSIDADES - OUTRA PRODUTIVIDADE;M2;220884,0000;4,2800;945383,5200;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;70;Serviço;170050-90018/2023;Contratação de serviços de limpeza e conservação;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24104;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - ÁREAS EXTER-NAS - OUTRAS NECESSIDADES.;M2;47988,0000;1,9000;91177,2000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;71;Serviço;170050-90018/2023;Contratação de serviços de limpeza e conservação;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;24058;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - ESQUADRIAS  EXTERNAS - FREQÜÊNCIA 16H/MENSAL - OUTRA PRODUTIVIDADE;M2;31980,0000;0,9700;31020,6000;0,0000;30/06/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;73;Serviço;170050-90023/2023;Contratação de serviço de locação de veículos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;25089;LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS / COM MOTORISTA;UN;114,0000;796,2000;90766,8000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;74;Serviço;170050-90023/2023;Contratação de serviço de locação de veículos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;4014;LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS;UN;70,0000;333,1100;23317,7000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;75;Serviço;170050-90023/2023;Contratação de serviço de locação de veículos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;25089;LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS / COM MOTORISTA;UN;145,0000;950,0000;137750,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;76;Serviço;170050-90023/2023;Contratação de serviço de locação de veículos;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;4014;LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS;UN;125,0000;529,0000;66125,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;77;Serviço;170050-90022/2023;Serviço de reforma de cadeiras;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;17574;REFORMA E REPARO - ARTIGO DE COURO / TECIDO / MATERIAL SINTÉTICO;UN;1,0000;8000,0000;8000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;78;Serviço;170050-90021/2023;Contratação de serviço de buffet;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;12807;BUFFET;UN;1,0000;4500,0000;4500,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;79;Material;170050-90020/2023;Aquisição de materiais de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;8955;CAFÉ, CHÁ E CHOCOLATE;19766;CAFÉ;463587;APRESENTAÇÃO: TORRADO MOÍDO, INTENSIDADE: MÉDIA, TIPO: TRADICIONAL, EMPACOTAMENTO: VÁCUO;PCT;100,0000;15,2500;1525,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;80;Material;170050-90020/2023;Aquisição de materiais de consumo;CNBS (Catálogo Nacional de Bens e Serviços);Material;8925;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;19777;AÇÚCAR;463989;TIPO: CRISTAL, PRAZO VALIDADE MÍNIMO: 12 MESES;EMB;60,0000;5,9900;359,4000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;81;Material;170050-90019/2023;Aquisição de materiais permanentes;CNBS (Catálogo Nacional de Bens e Serviços);Material;7350;LOUÇA E ARTIGOS DE MESA;1138;PRATO;364463;MATERIAL: PLÁSTICO, APLICAÇÃO: REFEIÇÃO, CARACTERÍSTICAS ADICIONAIS: DESCARTÁVEL, DIÂMETRO: 15, COR: BRANCA;PCT;10,0000;4,9100;49,1000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;82;Material;170050-90019/2023;Aquisição de materiais permanentes;CNBS (Catálogo Nacional de Bens e Serviços);Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;17704;FOGÃO ELÉTRICO;607297;MATERIAL: AÇO INOXIDÁVEL, POTÊNCIA: 2000, VOLTAGEM: 110/127, COMPONENTES: 2 ACENDEDORES, 9 NÍVEIS DE TEMPERATURA, USO: DOMÉSTICO;UN;1,0000;250,7600;250,7600;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;83;Material;170050-90019/2023;Aquisição de materiais permanentes;CNBS (Catálogo Nacional de Bens e Serviços);Material;7350;LOUÇA E ARTIGOS DE MESA;5849;COPO DESCARTÁVEL;413185;MATERIAL: POLIPROPILENO, CAPACIDADE: 180, CARACTERÍSTICAS ADICIONAIS: ABNT/NBR 14.865, COR: INCOLOR;PCT;125,0000;5,0200;627,5000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;84;Serviço;170050-90037/2023;Confecção do Projeto Básico para substituição do Sistema de Ar-Condicionado do Ed. Sede do MGI;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;20060;ELABORAÇÃO / ANÁLISE PROJETO - ENGENHARIA;-;1,0000;25500,0000;25500,0000;0,0000;11/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;85;Material;170050-90036/2023;Aquisição de compressores para SRA/PB;CNBS (Catálogo Nacional de Bens e Serviços);Material;4130;COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO;5501;COMPRESSOR REFRIGERAÇÃO;243684;POTÊNCIA: 5, TENSÃO: 380, APLICAÇÃO: AR CONDICIONADO, CAPACIDADE REFRIGERAÇÃO: 60.000, TIPO: HERMÉTICO ALTERNATIVO;UN;2,0000;3000,0000;6000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;86;Material;170050-90035/2023;Aquisição de aparelhos de ar-condicionado para SRTb/PB;CNBS (Catálogo Nacional de Bens e Serviços);Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;611340;CAPACIDADE REFRIGERAÇÃO: 18.000, VAZÃO AR: 2,280, TENSÃO: 220, FREQÜÊNCIA: 60, NÍVEL RUÍDO INTERNO: 45/43/38/32, MODELO: SPLIT INVERTER, CARACTERÍSTICAS ADICIONAIS 1: ALETAS DIRECIONAIS, FILTRO DE AR LAVÁVEL, GARANTIA: 1;UN;3,0000;3500,0000;10500,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;87;Material;170050-90035/2023;Aquisição de aparelhos de ar-condicionado para SRTb/PB;CNBS (Catálogo Nacional de Bens e Serviços);Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;440747;CAPACIDADE REFRIGERAÇÃO: 24.000, TENSÃO: 110/220, TIPO: SPLIT, MODELO: SPLIT INVERTER, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO/DISPLAY DIGITAL/TIMER/SELO PROCEL;UN;2,0000;4500,0000;9000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;88;Material;170050-90035/2023;Aquisição de aparelhos de ar-condicionado para SRTb/PB;CNBS (Catálogo Nacional de Bens e Serviços);Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;448824;CAPACIDADE REFRIGERAÇÃO: 57.000, TENSÃO: 127/220, TIPO: SPLIT, MODELO: SPLIT INVERTER, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO/QUENTE-FRIO/DESUMIDIFICAÇÃO/FILTRO;UN;1,0000;9700,0000;9700,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PB;170050;89;Serviço;170050-90038/2023;Serviço de segurança eletrônica - Prestação de Serviço de Vigilância e Segurança Eletrônica 24 Horas;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;4849,0000;0,0000;28/12/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;66;Serviço;170092-90031/2022;Internet banda larga;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26174;ACESSO A INTERNET - STFC (BANDA LARGA);MBPS;12,0000;720,0000;8640,0000;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;67;Obras e Serviços de Engenharia;170092-90012/2022;Reforma do EdifI´cio que abriga a DRF;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;541;SERVIÇOS GERAIS DE CONSTRUÇÃO DOS EDIFÍCIOS;;;1619;OBRAS CIVIS DE EDIFICAÇÃO PREDIAIS;UN;1,0000;10000000,0000;10000000,0000;0,0000;02/10/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;1;Serviço;170092-90016/2022;Serviços de descarte de material reciclável;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;;;3417;DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO;UN;5,0000;1000,0000;5000,0000;0,0000;30/03/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;2;Serviço;170092-90017/2022;Serviços de serralheria.;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;881;SERVIÇOS DE MANUFATURA EM INSUMOS FÍSICOS QUE SAO PROPRIEDADE DE OUTROS(EXCETO MAQUINARIA E EQUIPAMENTO);;;20117;SERRALHERIA - CONFECÇÃO / INSTALAÇÃO PEÇAS METÁLICAS;UN;1,0000;2000,0000;2000,0000;0,0000;28/04/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;3;Serviço;170092-90019/2022;Serviços de limpeza;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;14044;ROÇADA / LIMPEZA DE ÁREA - MECANIZADA / MANUAL;M2;50,0000;50,0000;2500,0000;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;4;Serviço;170092-90019/2022;Serviços de limpeza;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;853;SERVIÇOS DE LIMPEZA;;;23434;PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - ÁREAS EXTER-NAS- 44 HORAS SEMANAIS DIURNAS- PRODUTIVIDADE 1800 A 2700 M2;M2;12,0000;49100,0000;589200,0000;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;5;Material;170092-90002/2022;Materiais elétrico e hidráulico;CNBS (Catálogo Nacional de Bens e Serviços);Material;6140;BATERIAS RECARREGÁVEIS;3467;BATERIA AUTOMOTIVA;238296;CAPACIDADE: 60, VOLTAGEM: 12;UN;2,0000;450,0000;900,0000;0,0000;01/05/2023
DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG;170092;6;Material;170092-90002/2022;Materiais elétrico e hidráulico;CNBS (Catálogo Nacional de Bens e Serviços);Material;4210;EQUIPAMENTOS PARA COMBATE A INCÊNDIO;4543;CARGA EXTINTOR INCÊNDIO;236540;TIPO CARGA: PÓ QUÍMICO SECO, CAPACIDADE CARGA: 6;UN;18,0000;30,0000;540,0000;0,0000;01/05/2023
